objectId,gmag,rmag,g_minus_r,jd_g_minus_r,jdmin,ramean,decmean,glatmean,dmdt_g,mag_g02,mag_g08,mag_g28,maggmax,maggmean,maggmin,mag_r02,mag_r08,mag_r28,dmdt_r,magrmax,magrmin,distpsnr1,dmdt_g_err,dmdt_r_err,sgmag1,srmag1,classification,catalogue_object_id,separationArcsec,northSeparationArcsec,eastSeparationArcsec,physical_separation_kpc,distance,classificationReliability,major_axis_arcsec,tns_name,type,ra,decl,galactic_plane,g_r_days_from_fl,z,source_label
ZTF24aawlglu,20.6408,19.753,0.965,2460557.7854167,2460535.834375,336.41362699999996,-22.456999191666664,-56.700615461234264,-0.0546507,20.6258,20.486,19.9234,20.6408,20.0376,19.2138,19.7424,19.5765,19.2947,-0.0155124,19.753,19.0366,0.12041,0.0871641,0.05004,21.3532,21.1838,SN,81053364135521910,0.189,0.111492,-0.152164,0.0,0.0,2.0,7.148,2024psd,SN Ia,336.413652246,-22.4569718441,no,21.95104169985279,0.07,SN Ia
ZTF24abkkicu,21.0925,20.1577,0.934799,2460586.8920602,2460566.9029051,11.330959736,-3.689518292,-66.51578836566595,3.37666,21.0142,21.017,20.8824,21.25,21.0371,20.705,20.1113,20.0747,20.0632,-1.42338,20.2511,20.0559,12.8345,5.75578,2.56983,19.3773,18.9207,SN,6dFJ0045192-034136,13.696,-13.6858,-1.4327,17.922,308.08,2.0,0.0,2024qng,SN Ia,11.3309444566,-3.68948611666,no,19.989155100192875,0.07,SN Ia
ZTF24aaxmupw,19.9535,19.8746,0.0789204,2460535.8144792,2460519.8977662,305.46619996,-14.58012305,-26.47989829383495,-0.0556615,19.9375,19.819,19.7456,19.9535,19.7214,19.6048,19.8612,19.7635,19.6401,-0.0226301,19.8746,19.5467,4.3536,0.0434019,0.0492502,19.9958,19.5826,SN,90503054660092860,4.347,-4.28,-0.7625,0.0,0.0,2.0,11.145,2024qgw,SN Ia,305.466199827,-14.5801318847,no,15.916713000275196,0.13,SN Ia
ZTF24aaxnrue,19.2432,18.2787,0.417,2460533.7975,2460519.9739815,10.252108735714287,21.34222737142857,-41.463873165100594,-0.0827131,19.1589,18.819,18.6789,19.2432,18.614,18.2516,18.2239,18.1977,18.202,-0.0814503,18.2787,18.1116,0.946083,0.0532306,0.0867022,17.5229,16.7996,SN,1237679540819067046,0.588,-0.626,0.3038,0.0,0.0,2.0,0.0,2024qsn,SN Ia,10.2520859,21.342227,no,13.823518499732018,0.065,SN Ia
ZTF24aawvybe,18.511,18.2939,-0.274,2460527.7940162,2460514.8143171,295.8013791416667,-21.995964924999996,-20.830238549991105,-0.0442832,18.4725,18.188,17.8972,18.511,18.0287,17.6909,18.2737,18.2016,18.2454,-0.0788472,18.3088,17.8241,1.58104,0.0515707,0.0285563,15.7325,15.2422,BS,19431222-2159442,1.464,0.542,-1.36,0.0,0.0,2.0,0.0,2024qav,SN Ia,295.8013703,-21.9960063,no,12.979699099902064,0.05,SN Ia
ZTF24aaxkipy,19.7031,18.8759,0.900301,2460548.7861921,2460521.7832755,289.1168206136363,43.92560829090908,14.268181509999438,-0.0972027,19.6425,19.1592,18.6041,19.7031,18.5525,17.9165,18.8269,18.6224,18.3807,-0.0365114,18.8759,17.98,1.95251,0.0835228,0.0633547,17.6814,16.9113,SN,19162819+4355312,1.962,-0.7636,1.9146,0.0,0.0,2.0,0.0,2024qha,SN Ia,289.1167943,43.9256098,yes,27.00291660008952,0.05,SN Ia
ZTF24aauoakx,20.9376,20.2458,1.3999,2460534.7896644,2460525.9032986,339.7518037941177,24.627004229411764,-29.187654428610436,-0.0682611,20.8807,20.8447,20.8328,20.9376,20.878,20.8275,20.2311,20.0214,19.4597,0.0143542,20.2747,18.746,7.84469,0.273834,0.122269,-999.0,-999.0,SN,1237680305862279297,31.331,-31.384,-5.962,0.0,0.0,2.0,0.0,2024ozn,SN Ia,339.751849538,24.6269916903,no,8.886365799698979,0.050021,SN Ia
ZTF24aatzgua,19.0052,18.6601,0.590801,2460526.6758333,2460526.6758333,226.38050499090912,8.531014590909091,53.26415360984315,-0.0473567,19.0036,18.8011,18.2653,19.0052,18.3142,17.7366,18.5889,18.4233,17.9243,-0.093407,18.6601,17.1458,5.33972,0.0212817,0.0657166,-999.0,-999.0,SN,UGC09696,26.432,-23.904,-11.279,13.776,121.403,2.0,0.0,2024neh,SN Ia,226.380458,8.530981,no,0.0,0.027756,SN Ia
ZTF24aaympoq,19.3277,19.5775,0.343,2460534.9514005,2460525.934838,59.15190790909091,14.212796445454549,-28.958996101285756,-0.0278423,19.2877,19.2232,19.1848,19.3277,19.2604,19.164,19.5743,19.4376,19.1653,-0.0301079,19.5775,18.9176,0.231069,0.159434,0.0275437,19.0555,18.3178,SN,1237673283055714516,0.15,0.0382,-0.1455,0.0,0.0,2.0,0.0,2024rwu,SN Ia,59.1519663,14.2127577,no,9.016562499571592,0.067,SN Ia
ZTF24aaskxde,19.3982,18.3466,0.698601,2460515.6929514,2460490.7260532,220.68856495833333,14.922854375000002,61.39427977028127,-0.102291,19.3166,18.9697,18.3533,19.3982,18.5769,17.4683,18.2952,18.178,17.9676,-0.076744,18.3466,17.7359,3.09836,0.0695841,0.0695233,-999.0,-999.0,SN,1237668350285840435,3.28,-1.3183,-3.0034,3.389,236.311,2.0,0.0,2024lxn,SN Ia,220.688583,14.92285,no,24.96689819963649,0.05304,SN Ia
ZTF24aawhjnm,19.9109,19.4406,0.0341015,2460526.8560995,2460508.8245486,326.6495028727273,-15.831579018181817,-45.80097899390367,-0.149173,19.8477,19.411,18.9975,19.9109,19.2682,18.7226,19.4355,19.2926,19.2479,-0.0260843,19.4697,18.6146,5.78146,0.0365445,0.0243163,18.02,17.3964,SN,21463551-1549517,5.579,2.0383,-5.1931,0.0,0.0,2.0,0.0,2024pqu,SN Ia,326.649497269,-15.8315739299,no,18.03155090007931,0.08,SN Ia
ZTF24aasokij,20.8893,20.0642,0.82509,2460530.6987963,2460500.8017361,241.3680181857143,37.27877273809524,48.18913258148753,-0.121347,20.7994,20.5054,19.6208,20.8893,19.7483,18.4846,19.9841,19.7155,19.1431,-0.106087,20.0642,18.4759,11.151,0.217744,0.13061,-999.0,-999.0,SN,2MASXJ16052743+3716365,12.252,-6.83,-10.67,16.038,296.289,2.0,0.0,2024lxj,SN Ia,241.367951676,37.2787743095,no,29.897060200106353,0.065906,SN Ia
ZTF24aaxlnuv,20.7725,20.1393,0.8974,2460556.7597454,2460532.7815278,331.18442726521744,35.93253292608695,-15.704336906523704,-0.0770271,20.7278,20.3397,19.5696,20.7725,19.6079,18.81,20.0994,19.8323,19.3508,-0.0643402,20.1393,18.7848,1.53161,0.0905495,0.0667513,21.6108,20.7446,SN,151123311841430077,1.533,1.3811,-0.6649,0.0,0.0,2.0,6.863,2024qhp,SN Ia,331.1844154875,35.932514125,no,23.97821759991348,0.075,SN Ia
ZTF24aawxpeu,20.7556,20.0253,0.7582,2460554.7218403,2460528.7229977,256.4344011105263,38.37738201052632,36.41189129692818,-0.1158,20.6839,20.2374,19.5835,20.7556,19.7759,18.9494,20.0106,19.8255,19.4494,-0.00117166,20.0253,19.0118,8.69878,0.0875709,0.128721,-999.0,-999.0,SN,SDSSJ170544.25+382237.6,0.599,-0.594,0.077,0.0,0.0,2.0,0.0,2024qaq,SN Ia,256.4344428,38.3773934,no,25.99884260026738,0.11,SN Ia
ZTF24aaqkwby,20.0805,19.1104,0.936001,2460518.9355556,2460502.8951389,1.3909790125,3.826371825,-57.12377600383531,0.00411826,20.0802,20.0454,19.8763,20.1009,19.9544,19.5564,19.1102,19.0243,18.7477,-0.0400314,19.1104,18.4659,5.14621,0.0559769,0.00766358,20.0581,19.7099,SN,112590013894991580,5.539,-1.55388,-5.31628,0.0,0.0,2.0,26.748,2024jfl,SN Ia,1.39097124252,3.82637472645,no,16.04041670029983,0.04,SN Ia
ZTF24aaugyhc,21.6853,21.2421,0.44319,2460586.7966667,2460560.8289005,2.7288382,3.4333213249999996,-57.9119328637593,-0.320124,21.6569,21.6289,21.3819,21.6853,21.4348,20.9635,21.2963,21.2941,21.2935,3.96129,21.4283,21.2325,4.25986,3.99102,6.66934,20.7723,20.0011,SN,1237678620103409969,4.262,4.33498,-0.77784,0.0,0.0,2.0,15.883,2024nwg,SN Ia,2.72881596204,3.43333184561,no,25.96776619972661,0.07,SN Ia
ZTF24aaxmpne,21.1011,20.2817,0.806101,2460587.0025116,2460564.859456,9.23262744848485,5.945360403030303,-56.74071229392855,-1.35362,21.1748,21.1105,20.8086,21.2989,21.0204,20.1463,20.2797,20.1719,19.8071,0.00227057,20.295,19.2917,12.6636,14.3531,0.0403544,19.3684,18.5281,SN,1237678663038664782,12.674,-4.2476,-12.0521,0.0,0.0,2.0,0.0,2024qhr,SN Ia,9.23262023665,5.94536855752,no,22.143055600114167,0.08,SN Ia
ZTF24aawyrsn,20.4288,19.8572,0.873501,2460561.760081,2460544.7567708,282.82035004705875,32.86601319411765,14.35695367893992,-0.00714399,20.4252,20.287,20.0335,20.4288,20.1719,19.8225,19.835,19.6886,19.3332,-0.0411429,19.8611,18.9223,0.388858,0.0547661,0.096168,20.0333,19.5296,SN,147432828203719679,0.448,-0.28054,0.34924,0.0,0.0,2.0,3.954,2024qai,SN Ia,282.82028808,32.86596508,yes,17.003310200292617,0.08,SN Ia
ZTF24aaxmacd,20.1264,19.4152,0.739201,2460562.829375,2460536.8346181,334.8199990842105,-21.681062536842106,-55.06603583751501,0.0369531,20.117,19.7894,19.0843,20.2386,19.336,18.3277,19.3981,19.2596,18.916,-0.0134931,19.4152,18.4735,2.10296,0.147252,0.119014,20.4417,20.3187,SN,2MASXJ22191728-2141036,13.037,-11.966,6.646,0.0,0.0,2.0,0.0,2024qki,SN Ia,334.8199904125,-21.6810545875,no,25.994756900239736,0.08,SN Ia
ZTF24aamlalc,17.9516,17.9997,-0.1651,2460568.6453819,2460554.7185417,227.3788166571429,54.50562225714286,52.846077973348656,-0.0388873,17.9254,17.8516,17.7876,17.9516,17.7934,17.6993,17.9986,17.954,17.888,-0.0159619,17.9997,17.8401,5.63502,0.0351566,0.00874115,-999.0,-999.0,SN,NGC5876,6.262,2.6896,5.6553,1.986,46.863,2.0,0.0,2024igg,SN Ia-SC,227.378833,54.505619,no,13.926840200088918,0.01085,SN Ia
ZTF24aaoebqp,20.2086,19.8634,0.6549,2460530.6842824,2460521.7052315,239.10949342857148,46.9020413,48.8901217768255,0.010167,20.2161,20.2042,20.1357,20.2289,20.0872,19.937,19.8634,19.8324,19.6479,-0.0196781,19.8634,19.2115,2.39373,0.145645,0.0120404,18.8174,18.5698,SN,2MASXJ15562604+4654062,2.256,-1.027,-2.041,1.656,162.779,2.0,0.0,2022ack,SN Ia,239.1095,46.902031,no,8.979050900321454,0.036955,SN Ia
ZTF24aaovokk,20.2697,20.2499,0.3002,2460550.6748032,2460526.7569907,241.96372666470583,48.75642582352942,46.63438374001461,2.49816e-05,20.2706,20.2356,20.1715,20.3387,20.1987,20.0899,20.2331,20.0217,19.6206,-0.0471337,20.2499,19.148,2.17501,0.0788712,0.0460946,19.5732,19.5106,SN,1237651250439913782,2.197,1.37742,1.71168,1.749,177.716,2.0,16.117,2024jii,SN Ia,241.96375,48.756381,no,23.91781250014901,0.040258,SN Ia
ZTF24aamipnt,20.2528,20.09,-0.194401,2460558.7393171,2460548.661713,245.6225479846154,43.5223769,44.78981311477864,0.172265,20.3544,20.2742,20.0778,20.4236,20.0195,19.8041,20.0829,20.007,19.9169,-0.013874,20.121,19.8573,3.49116,0.369402,0.148526,19.7929,19.6367,SN,1237655473429741825,5.754,-6.26,1.564,3.699,141.25,2.0,0.0,2024iey,SN Ia,245.622542,43.5224,no,10.077604100108148,0.03,SN Ia
ZTF24aalailt,18.1907,18.4967,-0.1952,2460433.7290625,2460429.694375,133.11667476,20.0817263,35.29258700766349,0.0563247,18.2321,18.2773,18.294,18.3015,18.2461,18.1907,18.5556,18.6851,18.7503,0.0419582,18.7829,18.4967,1.70369,0.0547008,0.0513988,21.0981,21.2356,SN,SDSSJ085227.94+200452.7,1.675,-1.51401,-1.0522,0.0,0.0,2.0,8.388,2024hpy,SN Ia,133.1166485,20.0817249,no,4.0346874999813735,0.07,SN Ia
ZTF24aalhjml,20.9039,19.7534,1.0603,2460470.880162,2460444.8376968,251.51707604999996,3.3920868,29.281269097989032,-0.0391071,20.8868,20.502,19.7041,20.9039,20.0067,18.8748,19.7824,19.6785,19.3162,0.0449478,19.8436,18.8669,4.71396,0.0640435,0.0959254,20.728,20.3849,SN,112072515172442532,4.596,4.56682,0.52018,0.0,0.0,2.0,8.357,2024hun,SN Ia,251.517085408,3.39208367306,no,26.04246520018205,0.1,SN Ia
ZTF24aaoasjl,19.8129,19.5836,1.2756,2460460.8482176,2460446.9241088,288.3027622,45.322667839999994,15.359812840120767,0.0096623,19.8176,19.787,19.7935,19.8312,19.7,19.3368,19.572,19.2792,19.1179,-0.116059,19.5836,18.5062,6.30768,0.130443,0.0173657,19.1995,17.788,SN,19131325+4519175,7.442,-3.9758,6.2906,0.0,0.0,2.0,0.0,2024iyx,SN Ia-91bg-like,288.3027641,45.3226321,no,13.924108800012618,0.03376,SN Ia
ZTF24aaiervg,20.496,20.0092,-0.0163994,2460416.8121991,2460407.819213,200.85291166,-3.2387219000000003,58.6683732855315,-0.12415,20.4038,20.108,19.5111,20.496,19.5325,18.9324,20.0091,19.9263,19.5717,-0.028178,20.0092,19.1406,3.16869,0.174265,0.0168177,21.6622,21.392,SN,SDSSJ132324.69-031416.2,3.318,3.354,-0.001,0.0,0.0,2.0,8.4,2024ftz,SN Ia,200.852938971,-3.23873267017,no,8.992986099794507,0.105,SN Ia
ZTF24aamtpla,20.8819,20.3781,0.50382,2460532.7532755,2460507.8361343,311.975900675,14.9004364875,-17.53221184714722,-0.0148332,20.8819,20.8655,20.7301,20.8819,20.6971,20.5123,20.367,20.2524,20.0326,0.000138262,20.3785,19.7788,1.34442,0.0143862,0.101753,21.8322,21.579,SN,1237666244136141529,1.308,0.01486,1.30836,0.0,0.0,2.0,4.974,2024iwy,SN Ia,311.9758952,14.9004526,no,24.91714120004326,0.05,SN Ia
ZTF23abvbqrz,20.6272,20.7033,-0.219801,2460409.8006944,2460389.9621759,241.383892825,14.2647212,43.12729328267248,-0.125802,20.5217,20.4845,20.4886,20.6272,20.4964,20.3543,20.7033,20.6452,20.3591,-0.035188,20.7033,20.0021,3.62839,0.145215,0.0128448,21.2158,21.7196,SN,SDSSJ160532.44+141554.1,4.637,1.1485,4.4922,0.0,0.0,2.0,10.694,2023abuo,SN Ia,241.383889043,14.2647257924,no,19.838518499862403,0.037,SN Ia
ZTF24aaopnuy,19.9865,18.9221,0.9685,2460502.6981134,2460502.6981134,223.73249351818183,45.52312208181818,59.37863482971406,-0.144604,19.8832,19.7648,19.6331,19.9865,19.6957,19.4972,18.9057,18.781,18.6343,-0.026646,18.9221,18.5287,5.07161,0.136967,0.0467282,13.418,16.4469,SN,2MASXJ14545541+4531267,4.961,3.58,-4.0,3.609,161.237,2.0,0.0,2024jet,SN Ia,223.732474099,45.5230829738,no,0.0,0.03651,SN Ia
ZTF24aamvzfc,19.3338,18.6638,1.1194,2460489.7368287,2460479.8058565,225.82248314999995,48.408504875,56.794588124739875,-0.0406547,19.3316,19.109,18.5274,19.3338,18.5199,17.9415,18.6637,18.5683,18.0669,-0.0533568,18.6638,17.4106,1.64375,0.0154363,0.00712207,-999.0,-999.0,SN,2MASXJ15031722+4824289,2.598,-1.9613,-1.7694,1.634,138.047,2.0,0.0,2024imo,SN Ia,225.822485854,48.4084848355,no,9.9309722003527,0.031453,SN Ia
ZTF24aahxuth,19.6855,19.292,0.393549,2460419.7062731,2460403.71125,144.29457522857143,-1.3062194571428571,35.33955360977862,-0.118251,19.6494,19.3335,19.0902,19.6855,19.1088,18.809,19.2884,19.2664,19.2073,-0.00480221,19.292,19.1481,7.37691,0.0429388,0.112668,20.4965,19.26,SN,1237650805338079484,15.36,-5.9188,14.1962,0.0,0.0,2.0,12.17,2024fiu,SN Ia,144.294596461,-1.30622049753,no,15.995023099705575,0.09,SN Ia
ZTF24aamtwya,19.2232,18.7227,0.500488,2460464.7473958,2460438.7134028,176.20869250588237,21.340962023529418,73.76925409484144,-0.0974757,19.1304,18.9758,19.3935,20.1529,19.0537,18.4985,18.7139,18.7354,19.4656,-0.0400028,20.6504,18.4183,1.97082,0.0764709,0.0277393,20.8735,21.0328,SN,SDSSJ114450.21+212028.1,1.852,0.8067,2.1326,0.0,0.0,2.0,12.799,2024ipo,SN Ia,176.20869876,21.34095777,no,26.033993000164628,0.06,SN Ia
ZTF24aancjzy,20.2185,19.3466,0.500801,2460452.9583565,2460441.9260648,297.1391964909091,8.850815745454547,-8.438526040486085,-0.0862306,20.1684,19.7767,19.3444,20.2185,19.2795,18.7175,19.3455,19.2142,18.9717,-0.0341474,19.3466,18.4993,1.51615,0.0822187,0.013256,20.7536,20.1836,SN,118622971391670411,2.851,-2.84249,-0.22302,0.0,0.0,2.0,0.0,2024ipe,SN Ia,297.139151,8.8508384,yes,11.032291700132191,0.052,SN Ia
ZTF24aaoudyz,19.6378,19.1384,1.1591,2460463.8294907,2460457.7856829,249.9783494125,37.182507875,41.3400881006713,-0.0296056,19.6035,19.5738,19.5776,19.6378,19.5575,19.4302,19.1198,18.9201,18.7668,-0.0941182,19.1384,18.4787,5.19627,0.0881421,0.0230207,19.111,18.585,SN,ARK507,8.757,-8.8535,-0.2914,1.329,136.361,2.0,0.0,2024jih,SN Ia-91bg-like,249.9783385,37.1825174,no,6.04380779992789,0.0311,SN Ia
ZTF24aaoqram,20.24,19.908,0.332006,2460476.9158681,2460451.9612616,312.9056532352941,22.288797888235298,-13.849775787064049,-0.0743528,20.1636,19.9056,19.7682,20.24,19.6308,19.0506,19.8856,19.6984,19.5579,0.0199621,19.9489,19.199,1.10083,0.164516,0.128499,19.3356,18.6705,SN,20513742+2217200,0.982,0.4003,0.8967,0.0,0.0,2.0,0.0,2024jez,SN Ia,312.9055867,22.2888569,yes,24.954606499988586,0.11,SN Ia
ZTF24aanyhwz,18.2485,17.9363,0.312155,2460464.758125,2460446.7654977,162.10705291666667,72.18436214166667,41.922508942290875,-0.00907426,18.2412,18.388,18.7501,19.0681,18.4634,18.1877,17.935,18.1781,18.9324,-0.0109055,19.6949,17.8697,3.42161,0.0791244,0.0107789,20.3408,-999.0,SN,MCG+12-10-081,7.659,3.5212,6.8955,0.0,0.0,2.0,0.0,2024izg,SN Ia,162.1070845,72.1843213,no,17.992627300322056,0.04,SN Ia
ZTF24aaovevh,18.0676,17.932,-0.1912,2460462.7108565,2460457.7124537,172.22066131999998,-15.5928289,42.81619244241777,0.159278,18.2368,18.6577,18.8984,19.0246,18.4945,18.0676,18.0493,18.185,18.2357,0.159547,18.2588,17.932,4.24123,0.061873,0.0693984,20.6015,20.4248,SN,89281722216659806,4.432,2.33685,3.76614,0.0,0.0,2.0,14.768,2024jup,SN Ia-91T-like,172.2206481,-15.5928008,no,4.998402799945325,0.07,SN Ia
ZTF24aajioip,19.5561,18.7221,0.545101,2460472.9105903,2460457.7821412,263.63607599333335,49.98627620666666,32.52339131277806,-0.0385718,19.535,19.4211,19.2293,19.5561,19.2837,19.0262,18.7178,18.559,18.3123,-0.0362618,18.7221,18.1237,4.47464,0.0624141,0.0150863,-999.0,-999.0,SN,17343293+4959164,6.479,5.916,2.642,2.728,90.48,2.0,0.0,2024gpw,SN Ia,263.63605039,49.9862398759,no,15.128449100069702,0.020794,SN Ia
ZTF24aakajtn,20.2291,20.6604,-0.752399,2460557.7022338,2460547.7216782,277.39914058666665,39.85400266666667,20.929762616391745,-0.0137734,20.2281,20.156,19.9206,20.2291,19.8596,19.632,20.5706,20.3931,20.253,-0.135744,20.6604,20.1658,11.5952,0.0316433,0.188635,21.5684,21.1622,SN,NGC6646,52.493,40.019,33.97,20.471,83.563,2.0,72.0,2024gqf,SN Ia,277.399143855,39.8539961823,no,9.980555600021034,0.019227,SN Ia
ZTF24aapikyr,17.1185,17.0479,0.0706043,2460475.6863657,2460460.732419,202.37447296666667,-23.65977825555556,38.387462472183984,-0.0126891,17.1172,17.4412,18.1655,18.7924,17.7798,17.0551,17.0387,17.3329,18.0498,-0.0161905,18.6981,17.0155,17.4361,0.0118064,0.0274966,-999.0,-999.0,SN,ESO509-G029,19.221,-17.099,-8.779,11.805,134.579,2.0,0.0,2024jor,SN Ia,202.374449717,-23.6597201314,no,14.953946699853988,0.03,SN Ia
ZTF24aaonrzo,18.1673,17.1406,-0.0605984,2460464.7700463,2460460.6911111,184.12433613,14.0092874,74.5546478529407,-0.0665601,18.08,17.7281,17.112,18.1673,17.2709,16.3215,17.1394,16.9907,16.6634,-0.0584663,17.1406,16.3821,9.72216,0.0481466,0.00532032,21.2014,-999.0,SN,1237664289391181894,14.715,11.0855,-10.1221,7.594,111.967,2.0,0.0,2024jdi,SN Ia,184.124367998,14.0092781332,no,4.078935199882835,0.025639,SN Ia
ZTF24aaoviqs,19.6814,18.945,-0.184799,2460463.6944444,2460457.7270718,184.0318185625,-3.297059775,58.404169598334526,-0.0663775,19.6718,19.4858,19.3588,19.6814,19.1628,18.7602,18.9739,19.0049,19.0164,0.0392261,19.0215,18.945,0.355347,0.0397377,0.0665901,21.4927,21.5236,SN,SDSSJ121607.62-031749.1,0.217,0.17348,-0.20442,0.0,0.0,2.0,5.063,2024jid,SN Ia,184.031806829,-3.29706094956,no,5.967372599989176,0.08,SN Ia
ZTF24aanmrts,20.7402,20.2005,0.528,2460505.8512269,2460480.8169907,268.44328633529415,32.23809671764706,25.509189771478976,-0.0200286,20.7399,20.6229,20.1703,20.7402,20.1051,19.6352,20.1743,19.9373,19.4989,0.0039111,20.2122,19.0352,1.53188,0.0243961,0.0895421,21.6656,21.3842,SN,146682684437456386,1.542,0.3841,1.4935,0.0,0.0,2.0,6.182,2024itm,SN Ia,268.443312207,32.2380764649,no,25.034236199688166,0.081,SN Ia
ZTF24aaovuub,20.0478,19.9602,0.0875511,2460463.7951157,2460457.7514931,221.6738479,-0.848218325,50.62037885075649,0.00267216,20.0485,20.0553,20.0608,20.0639,20.0558,20.0478,19.9596,19.9589,19.9587,-0.000815124,19.9602,19.9586,2.75884,0.0399316,0.113787,21.7521,21.239,SN,1237648720175235281,2.948,1.7889,-2.3438,0.0,0.0,2.0,10.528,2024jyc,SN Ia,221.67385067,-0.8482038349,no,6.04362259991467,0.13,SN Ia
ZTF24aamilxy,19.5546,18.4715,1.1758,2460472.9253356,2460444.9311574,293.13165340540536,62.26707548918919,19.253544431356435,-0.0579737,19.5041,19.0428,18.4097,19.5546,18.3288,17.7667,18.4333,18.2789,18.0056,0.00568669,18.4772,17.5566,1.99383,0.0455452,0.119161,18.0161,17.4478,SN,1237671939811442962,1.934,-1.6337,-1.4034,0.0,0.0,2.0,0.0,2024ier,SN Ia,293.1317768,62.2670897,no,27.994178200140595,0.04,SN Ia
ZTF24aalbkdo,19.244,18.3946,0.0986004,2460443.7787963,2460429.7515741,183.71761714,-24.10144134,38.01594276540216,-0.0677639,19.2199,18.9526,18.8248,19.244,18.6772,18.2961,18.3828,18.4634,18.6154,-0.0203955,18.7346,18.3546,2.15294,0.0518124,0.0523716,18.8181,18.6337,SN,12145210-2406042,1.717,0.9022,-1.4604,0.0,0.0,2.0,0.0,2024hpv,SN Ia,183.717589625,-24.1014366112,no,14.027222199831158,0.075,SN Ia
ZTF18aawglif,21.0594,19.9313,1.1333,2460490.6897569,2460468.8104167,227.5146424882353,21.5169804,58.02925168146082,-0.148828,20.9494,20.6665,20.0836,21.0594,20.1163,19.4963,19.9163,19.6869,19.3455,-0.00130951,19.9313,18.9788,1.55127,0.192881,0.0669185,20.2732,19.7176,SN,SDSSJ151003.46+213102.4,1.585,1.41454,-0.715718,2.178,325.758,2.0,12.28,2024ifw,SN Ia,227.514654978,21.5169904337,no,21.879340200219303,0.073,SN Ia
ZTF24aaloeiz,19.5657,19.5773,0.338701,2460443.7792708,2460433.7704861,178.8607551111111,-16.86846048888889,43.95437106300535,-0.165737,19.4367,19.1809,18.9776,19.5657,19.1627,18.844,19.5773,19.5049,19.1678,-0.0369109,19.5773,18.7557,2.78643,0.173499,0.00944631,19.551,19.3146,SN,87751788600627797,2.618,-0.97195,-2.43122,0.0,0.0,2.0,15.416,2024hta,SN Ia,178.860715599,-16.8684487607,no,10.0087846997194,0.0794,SN Ia
ZTF24aakyqxt,20.4164,19.7276,1.2521,2460471.7101505,2460469.689919,209.21249522,-17.64089412,42.50378538791485,-0.0967217,20.3452,20.2646,20.2346,20.4164,20.3187,20.221,19.7276,19.6867,19.4631,-0.0128606,19.7276,19.1643,0.451004,0.167882,0.0138012,18.968,18.3405,SN,13565101-1738269,0.482,-0.32904,0.39144,0.0,0.0,2.0,0.0,2024hqf,SN Ia,209.212475725,-17.6409541791,no,2.020231499802321,0.077,SN Ia
ZTF24aalqscn,20.6158,20.229,1.284,2460477.8861111,2460470.8415625,260.6844017428571,60.6125242,34.204366974087236,-0.0765203,20.5357,20.3339,20.2151,20.6158,20.354,20.152,20.2315,20.1175,19.6882,0.0139844,20.3124,19.1752,3.16974,0.178897,0.0426988,20.1655,19.5842,SN,1237651311071592545,3.129,-2.74247,1.50563,0.0,0.0,2.0,19.47,2024hze,SN Ia,260.68441893736,60.612519652838,no,7.0445485999807715,0.07,SN Ia
ZTF24aajdqbw,20.8811,20.3128,0.9781,2460468.9131829,2460460.8270949,265.6924587466666,51.579271326666664,31.365197591667453,-0.0301161,20.8701,20.8224,20.7995,20.8811,20.7995,20.7279,20.2701,20.1865,19.9582,-0.0631857,20.3932,19.685,2.32501,0.0696067,0.132062,19.6681,19.8201,SN,1237656529996415466,2.681,2.49963,0.97009,0.0,0.0,2.0,10.586,2024gus,SN Ia,265.69245130477,51.579274240829,no,8.086087999865413,0.09,SN Ia
ZTF24aahzhzr,20.4776,19.7209,0.894899,2460413.8373264,2460398.8091319,217.7276825444445,-5.992257322222223,49.0648988504409,-0.113288,20.4262,19.9944,19.5366,20.4776,19.7725,19.2148,19.7131,19.5534,19.2425,-0.0230272,19.7209,18.9531,5.86035,0.057414,0.0426442,18.5325,17.8364,SN,14305501-0559347,5.835,-2.7943,5.4829,0.0,0.0,2.0,0.0,2024fct,SN Ia,217.727625275,-5.99226361733,no,15.028194500133395,0.07,SN Ia
ZTF24aahdpki,20.588,20.0808,0.377399,2460472.811875,2460446.8248264,244.43583552222228,13.303871111111114,40.02991034976646,-0.0453248,20.553,20.4155,20.2382,20.588,20.3239,19.8577,20.1044,20.0282,19.7345,0.0441836,20.2106,19.3777,11.4533,0.158151,0.0914419,21.1131,21.116,SN,1237665566083187717,3.331,3.18061,-0.99091,0.0,0.0,2.0,0.0,2024elv,SN Ia,244.435807547,13.3038753075,no,25.98704860033467,0.047,SN Ia
ZTF24aahahuu,19.8818,19.6941,0.187698,2460411.8471759,2460388.9234722,194.5790197166667,27.595344458333333,88.40302222688756,-0.0890381,19.7436,19.3337,18.7924,19.8818,19.1348,18.2812,19.2209,19.1992,19.1941,-5.13241,19.6941,19.1818,11.0909,0.0649275,0.819208,21.5821,20.673,SN,1237667323797570605,4.812,-4.7019,1.02578,0.0,0.0,2.0,0.0,2024egg,SN Ia,194.578976118,27.5953196838,no,22.92370369983837,0.06,SN Ia
